Sample ID	Temp	Date	Absorbance
ID u2kenyzd	23.268334624097196	2023-01-13	0.24688287155829808
ID 6ngb4o7x	23.322780354741568	2023-01-21	0.92
ID l4whvbhr	22.99939287945091	2023-01-20	0.6511230199866042
ID 4096q9qh	22.06123059660833	2023-01-03	0.92
ID fbk6nn9n	21.478757859552502	2023-01-14	0.15
ID zi4h5eze	22.092289002307403	2023-01-17	0.15
ID h0wndgcf	23.19047152818963	2023-01-31	0.3567649803317243
ID 7zxn8la7	23.293308177413877	2023-01-24	0.8386476094891455
ID x9xtot17	21.981496255817493	2023-01-29	0.7113159350440216
ID cod9gdar	23.004492470359555	2023-01-19	0.3325463725951805
ID 00z4spyf	23.174912964515453	2023-01-12	0.7498052591971679
ID jf7tqztt	23.2599199967342	2023-01-11	0.15
ID syarxojl	23.9418769781411	2023-01-04	0.15
ID ppzhmjqp	23.43602777373487	2023-01-12	0.15
ID fzbn3o4e	22.431481739156748	2023-01-22	0.15
ID e3p5xg8f	21.432731717700165	2023-01-27	0.15
ID 22may2gy	21.964043188706743	2023-01-04	0.22043278765411833
ID 0et9pjwr	23.844950207298425	2023-01-16	0.7190778039771403
ID aquh1hz0	23.552938450755903	2023-01-30	0.37975826936401
ID sz868lpx	22.097356711450733	2023-01-04	0.15
ID 429vp2i9	23.632339881345093	2023-01-28	0.6561638220076635
ID a48yq4si	21.9042253138338	2023-01-14	0.15
ID 55tmm13g	23.52189148974726	2023-01-23	0.8799172050947232
ID i1sw26a7	23.788539126476145	2023-01-07	0.92
ID ualwqfnx	21.933285791946624	2023-01-19	0.31912498452583715
ID gst0dtjh	22.837372983122936	2023-01-09	0.15
ID 63i5pjpn	22.82999938217947	2023-01-31	0.2143747686951024
ID rc64p5wj	23.92442428784532	2023-01-27	0.15
ID hrgu17l3	23.037012167311666	2023-01-16	0.15
ID 7xlz489r	22.622376363696862	2023-01-08	0.3019371029124857
ID tp4xsxje	21.335512981241123	2023-01-08	0.15
ID o05krjp5	23.926287651001054	2023-01-11	0.15
ID rysnzf1g	22.259450232677157	2023-01-31	0.8131225986757613
ID uthuokgo	21.187502799463036	2023-01-15	0.3843237802291001
ID bq3bd4bo	22.56454951117444	2023-01-11	0.92
ID fdv65z4f	23.61471025722225	2023-01-31	0.15
ID 6cde2mhh	21.8322672299237	2023-01-07	0.3973265461944097
ID mozjputr	23.35691581329266	2023-01-17	0.5908340352309349
ID frtvidio	21.538231047338236	2023-01-08	0.15
ID ip2lnu6v	22.252490209160218	2023-01-25	0.7357999945648781
ID qnqzo156	23.512628315458418	2023-01-11	0.15
ID kiiplyw9	22.83728843070306	2023-01-31	0.15
ID rq8ga7p1	22.443839897457355	2023-01-19	0.92
ID cojc8r7x	21.98681304912848	2023-01-22	0.46161878865972006
ID 4m77u7mm	22.525866824837568	2023-01-18	0.15
ID r5d0s8dn	21.746177740729763	2023-01-06	0.92
ID vn9l0fjf	22.120693201359867	2023-01-23	0.92
ID q7shc3pp	21.028814515238203	2023-01-07	0.15
ID 8t7mjr76	21.455774823599686	2023-01-28	0.92
ID m4cl1hso	22.99288102332983	2023-01-18	0.15
ID 9ca6k01k	23.77021138986521	2023-01-03	0.15
ID ibafxnls	22.51505236063494	2023-01-31	0.5746792761464474
ID t1crijia	22.689985612260006	2023-01-23	0.15
ID 8rjxeiip	23.9144814001633	2023-01-20	0.47217782675858566
ID w8n1dgfz	23.639752831551405	2023-01-04	0.92
ID f2fkhu3n	22.846025075627463	2023-01-11	0.484261471095607
ID xlvca84w	21.384012887038963	2023-01-08	0.92
ID 53j8y891	21.913074752054243	2023-01-15	0.15
ID vago7k5t	21.499213020124866	2023-01-05	0.7060127365371782
ID ywt588cv	23.186142545397583	2023-01-19	0.15
ID atwwp27c	21.58485617822482	2023-01-31	0.3393925350169249
ID sfnj6xx1	22.541626137734696	2023-01-22	0.8973030236502983
ID 14eo3mmf	22.946850958991703	2023-01-17	0.92
ID f6dwgcil	22.853345757043517	2023-01-22	0.6027209581507041
ID fyq63514	23.271203724549153	2023-01-12	0.92
ID 4wttk3k7	21.928632847592027	2023-01-18	0.6557054861009569
ID m47qn9fh	22.075589690173917	2023-01-13	0.92
ID 5drv41bj	21.012000684278757	2023-01-16	0.92
ID z9g55i6q	23.07921472684354	2023-01-18	0.15
ID sow0lxcb	23.17199260947902	2023-01-08	0.15
ID 9m56dcpf	22.28794604134548	2023-01-05	0.92
ID 86alo177	21.568138781686137	2023-01-28	0.15
ID b6hd3yqc	22.23198085062678	2023-01-06	0.4520350211525459
ID 3o3642sq	21.39590199897902	2023-01-31	0.92
ID aw5zpq4x	23.01375938825551	2023-01-22	0.92
ID inhn3pto	23.964299484641202	2023-01-06	0.15
ID mntq2aa0	22.42767229191934	2023-01-15	0.15
ID 3ur7bp70	23.43775710979034	2023-01-29	0.3161737251300776
ID 1terzaz7	22.41470978035344	2023-01-29	0.92
ID r1i4c4y0	23.58723120754666	2023-01-20	0.15
ID 1el3spm2	21.251604254870177	2023-01-23	0.92
ID f8men7vj	23.17240116941392	2023-01-05	0.7981234501148743
ID 2i1o61p7	23.473160695290538	2023-01-31	0.92
ID lruynkqy	22.81031418605462	2023-01-25	0.15
ID z8s6s5g4	22.53891635468109	2023-01-29	0.8600041247417263
ID olxcgmbj	23.84076997977895	2023-01-26	0.15
ID f6g1mwq5	21.56204393788021	2023-01-06	0.15
ID vf40sl37	22.534874452663345	2023-01-04	0.6297106582959857
ID 23mkxyvd	21.069499766843705	2023-01-07	0.15
ID wo0tzqd0	23.209307469773798	2023-01-04	0.92
ID o8wxcc3o	22.17688580450086	2023-01-07	0.3800487533747585
ID cef8nuha	22.754602372666664	2023-01-15	0.15
ID wo0uus8x	21.00141600909649	2023-01-12	0.48523348813558587
ID ab3qxj9l	22.35170299755998	2023-01-26	0.637159914655057
ID 7kez5x98	23.801382113186598	2023-01-09	0.3140033249443831
ID s8xd20n6	22.68121388758473	2023-01-27	0.15
ID qvki7eis	23.174714039276324	2023-01-14	0.15
ID xnuoiup4	23.003359585752072	2023-01-16	0.15
ID d77scnuk	23.842761785694865	2023-01-18	0.15
ID erdl22p4	21.655188826610846	2023-01-21	0.15
ID qjw8602k	21.561286932893342	2023-01-20	0.15
ID fqkr7r5x	21.02278532747516	2023-01-25	0.15
ID flwu22ia	22.81880509615667	2023-01-06	0.92
ID et2lzzx4	21.33959863062692	2023-01-27	0.22336999997599882
ID l1icy4s0	22.62829437717574	2023-01-23	0.4297358960600828
ID dcor7xir	22.6712626808687	2023-01-28	0.15
ID jcg6joy7	22.432765640968256	2023-01-14	0.15
ID 346zykmz	23.44638023510244	2023-01-22	0.15
ID nxkuhgkz	21.66807697008564	2023-01-12	0.1516490431460086
ID du6l8bmw	22.10152584170828	2023-01-06	0.92
ID 98zaivi9	23.25275806441722	2023-01-30	0.92
ID vtksaiz2	22.96159961743024	2023-01-17	0.15
ID 4m1zxcf0	22.190531958450194	2023-01-03	0.15
ID xr95kpj7	23.266257078785973	2023-01-09	0.15
ID tgto1eee	23.732566405606477	2023-01-07	0.15
ID u85qfr7s	22.128307902018324	2023-01-08	0.21151363961148048
ID 4o8cvey4	23.5444070782688	2023-01-26	0.92
ID x3nef6z8	21.136365921578633	2023-01-22	0.7336053680134734
ID bosc0gjh	21.18618914052957	2023-01-25	0.15
ID n7h5tyg8	21.62249030990175	2023-01-07	0.15
ID 3to4a08s	22.586512546435944	2023-01-19	0.92
ID ca4nprun	23.33060735969009	2023-01-11	0.27230816081298304
ID rayd7lrw	23.063044782648493	2023-01-29	0.9014723376702803
ID dlt9xzpp	23.33506902901574	2023-01-19	0.15
ID nzblf0m6	22.071322862969282	2023-01-08	0.199900539349503
ID gvm8tag2	21.433347104014835	2023-01-25	0.8128864656750203
ID 0chcm5e2	23.322214407380766	2023-01-22	0.22043278765411833
ID 6qfiv610	22.512509541296915	2023-01-13	0.15
ID 1nr17nsd	21.895713804270656	2023-01-14	0.5967831776468375
ID wh4g4gfu	22.702553547957624	2023-01-29	0.42141559749831725
ID d1lbc9ho	21.507517618568805	2023-01-15	0.15
ID sl0p1y7x	21.817385663954624	2023-01-19	0.15
ID e8nts3v5	22.956379110519297	2023-01-26	0.15
ID mk3dan2c	23.620395683141965	2023-01-12	0.15
ID 1wb6hg1d	23.951035403762816	2023-01-17	0.15
ID 2tr4d6ga	21.80064672774417	2023-01-14	0.4774238059464796
ID 9cfo4l3x	23.29843836003976	2023-01-06	0.92
ID 8uml7p29	23.542148163193936	2023-01-14	0.15
ID 6o5mb09k	21.393388216545866	2023-01-14	0.15
ID x8liotr5	23.032404174349256	2023-01-06	0.7799159798002112
ID whjrt6d9	23.549487913087845	2023-01-05	0.5441678873295449
ID xeinnvzt	22.17393865057235	2023-01-24	0.5734665178183491
ID wrmzse6x	21.44703404348095	2023-01-31	0.36190041169593534
ID 95dhuu65	23.931943729833474	2023-01-26	0.5117023350466618
ID 65bcucht	21.14548431097071	2023-01-15	0.15
ID zfduslvd	22.084505060865624	2023-01-06	0.15
ID ph8nrnoy	22.189386093786904	2023-01-04	0.15
ID te3xeblg	22.680724023033108	2023-01-07	0.3133632454143862
ID f3h6hwj0	22.02641117812413	2023-01-23	0.764872355623995
ID zaa3q2xm	21.416142438161778	2023-01-03	0.92
ID mkjrw7o2	22.768408636860862	2023-01-30	0.92
ID artxydh0	22.888551488441735	2023-01-08	0.48522301075012164
ID ci94ipp5	22.63988125406669	2023-01-14	0.15
ID ft7ikukc	22.591364897734714	2023-01-12	0.5501822490956263
ID q0oe8omr	22.035507979497744	2023-01-24	0.15
ID uofvc8n9	21.49198346492324	2023-01-17	0.21554544850526747
ID 7ha6z3y2	21.178262997089266	2023-01-10	0.15
ID tpm220af	22.139440483538603	2023-01-04	0.33873738702904777
ID 0bmpj3hi	21.78341829664405	2023-01-19	0.92
ID 1yr6xmgz	22.285100575397244	2023-01-17	0.44062279738794285
ID bfo0f7im	21.5752288901922	2023-01-21	0.92
ID 8wpna0m7	21.29663493901477	2023-01-11	0.92
ID vmxmslnc	22.73385172512524	2023-01-26	0.92
ID d39ptoqn	22.759329880195562	2023-01-28	0.5723172069095812
ID p06zdf4t	22.628484254005752	2023-01-03	0.15
ID ggbc6620	22.731183524572547	2023-01-16	0.15
ID ug82qgbw	23.388198628328396	2023-01-07	0.15
ID 24ws3jmm	21.275656797570935	2023-01-23	0.7844275347972064
ID ns5dy7mo	21.72526626651527	2023-01-27	0.25164751575938205
ID rw20jqwi	23.361065887918883	2023-01-12	0.92
ID 4yddf70l	22.93060410941866	2023-01-30	0.15
ID ut80c1o3	22.396049814212923	2023-01-30	0.15
ID x5u874ha	23.430760060620244	2023-01-16	0.33105239491481203
ID r1rmrqbs	23.383480983552346	2023-01-10	0.15
ID fzx3gnyv	23.498774751299283	2023-01-12	0.15
ID scjrqdto	22.43159357959353	2023-01-26	0.15
ID rv99ftrk	23.215721207032356	2023-01-19	0.92
ID inkgvxtw	22.520643398582095	2023-01-04	0.15
ID a9jnvfcp	22.539975230233715	2023-01-12	0.15
ID t1xl8xsm	22.73017877792855	2023-01-31	0.7454685674121104
ID p89vq6qt	21.140484715764682	2023-01-08	0.92
ID vobvbcn9	23.78145516852437	2023-01-30	0.5903161963415181
ID dh9w9v19	23.95709678242397	2023-01-30	0.92
ID ft2uqfm5	22.300992045797095	2023-01-21	0.15
ID gz8ihduc	22.452736899553976	2023-01-16	0.92
ID 8pqg4tu8	23.00329280122586	2023-01-21	0.15
ID 2wz3h60s	23.0671319346336	2023-01-24	0.15
ID 5ga5ymbe	23.30536634236405	2023-01-24	0.15
ID mmor0xrs	21.532119979095267	2023-01-12	0.92
ID 7zzvuhe0	23.612431547643986	2023-01-27	0.5242203593123496
ID 92cuxh2m	23.754182050194807	2023-01-27	0.92
ID swuvunzg	23.52068467156076	2023-01-12	0.33930939621669437
ID ah37h85k	23.90825558465718	2023-01-19	0.15
ID q76sep9n	22.689711980844145	2023-01-30	0.92
ID rigu2tl4	22.37644164292292	2023-01-22	0.15
ID 8ebmlkfo	23.55965765052106	2023-01-27	0.15
ID 12c47946	23.41075425561853	2023-01-31	0.6612164677235136
ID 07ha1j3w	23.03107156716677	2023-01-22	0.15
ID hcdoqr8n	21.644008315151254	2023-01-07	0.15
ID jw3f7i7e	21.425100056126297	2023-01-21	0.92
ID f74jplw8	23.783037723758163	2023-01-20	0.15
ID jsuyhfwd	23.307975888170187	2023-01-22	0.23339991567893387
ID kalbjgsj	23.569440927447648	2023-01-08	0.15
ID 82ve4w5y	23.82641977320811	2023-01-08	0.15
ID lqab4vhb	21.53926353283363	2023-01-29	0.92
ID zrj143e7	23.04577588671219	2023-01-12	0.8011581199453058
ID f70fgidc	22.321508911523104	2023-01-13	0.92
ID azo6df4r	21.554082564179243	2023-01-20	0.92
ID zv1h4u2a	22.348667598962663	2023-01-25	0.15
ID 70aay4lc	23.39652197357608	2023-01-31	0.15
ID cd35sfu6	22.09382276312801	2023-01-30	0.15
ID qxmui36y	21.713978840183643	2023-01-31	0.15
ID xxridqwl	23.273784722867934	2023-01-10	0.5683884817092544
ID 64skm63b	23.48377793205976	2023-01-27	0.15
ID se2yjaj7	21.590448812011974	2023-01-28	0.15
ID z5i5pezl	22.155068268927877	2023-01-30	0.15
ID 0u5vp7wx	21.04866121830822	2023-01-16	0.15
ID d3sdtlpm	22.048272661172216	2023-01-17	0.16298193324210344
ID p7fvwyup	22.204134112992012	2023-01-19	0.8979067647426567
ID h1wzs37x	21.3345666722174	2023-01-30	0.15
ID 7hvct7kg	23.472797054514576	2023-01-25	0.15
ID kf65n0yl	22.66301196254101	2023-01-22	0.5835309606405121
ID sbkhgb61	21.107580859396194	2023-01-17	0.15
ID gtr8ofgp	22.617936779961518	2023-01-07	0.15
ID 9exne801	21.68065845174281	2023-01-12	0.16312252894691484
ID 1a2tbodf	23.14687177513151	2023-01-06	0.15
ID tq946r9n	21.24388497926317	2023-01-25	0.8496841771827749
ID w0zcovsy	21.064274577301962	2023-01-31	0.15
ID gdqmrq9g	22.82933302312555	2023-01-27	0.4213332873545941
ID evtfk3uk	21.440640073883895	2023-01-04	0.9114670556306982
ID gr63i7lc	22.231598895241703	2023-01-27	0.92
ID 25tj58bh	23.98599673189874	2023-01-23	0.92
ID owf2vc0u	23.3841362309676	2023-01-13	0.15
ID yt7zz59r	21.92953211326515	2023-01-10	0.92
ID 2rnv8nj3	23.571682272350596	2023-01-20	0.15
ID e9mchd19	22.511501320169526	2023-01-19	0.42473781579407754
ID x5ap9bao	21.05150111491052	2023-01-13	0.15
ID arf6qnre	23.171671285646227	2023-01-28	0.5596034164387703
ID n8gqayq9	21.1631407577622	2023-01-28	0.15
ID 49r1rrji	21.77334234878457	2023-01-17	0.15
ID vypeeun0	23.0899658051859	2023-01-22	0.8249473096774592
ID s0z9clsn	23.618885953420243	2023-01-23	0.15
ID o5t7i7av	22.975831811579432	2023-01-20	0.15
ID yri3l3v9	22.856193225720098	2023-01-16	0.15
ID ro5pff22	21.76912986697741	2023-01-13	0.15
ID 9v7yr0gz	23.775260463512993	2023-01-13	0.15
ID v7hrlnne	22.253585236736654	2023-01-10	0.92
ID tay6g46p	21.626922635362135	2023-01-20	0.92
ID ywfl6txx	21.07338464454778	2023-01-19	0.46161878865972006
ID povbflmm	22.782046802087297	2023-01-25	0.28231716298144854
ID oh4ofkvy	21.661545702478257	2023-01-08	0.92
ID 120gyt32	21.24898429066309	2023-01-08	0.92
ID lt0lvv3k	23.21760790125813	2023-01-12	0.6964563278350536
ID 0tmanb5b	23.70475362573058	2023-01-23	0.5145368547020148
ID wddo2um9	23.478408339351702	2023-01-20	0.92
ID 65ajg1rx	21.758345952687737	2023-01-30	0.41899683161595
ID jsbcigcy	21.354974860094938	2023-01-28	0.15
ID dpo8elly	23.683617587771767	2023-01-24	0.15
ID jd0v95nx	23.321284201735565	2023-01-11	0.92
ID 6h8loiw5	22.33072896212428	2023-01-28	0.15
ID zwts5fny	21.69181515836182	2023-01-04	0.2621549591935483
ID yf1gteib	22.924010075651168	2023-01-26	0.15
ID ykf8w0de	23.007124994559156	2023-01-28	0.15
ID y0suu5lg	22.201360376799816	2023-01-07	0.15
ID 5jibjzq5	21.244798767558297	2023-01-26	0.3021630286966696
ID p96i859o	21.339703828072246	2023-01-07	0.15
ID isju2f9f	22.653597406223795	2023-01-21	0.15
ID nw8uub0k	21.249620296494403	2023-01-29	0.15
ID 7p2mtdpy	22.428402081049576	2023-01-23	0.15
ID 6tzc7ws9	23.5285523623435	2023-01-09	0.15
ID 548e66uw	22.386750747112075	2023-01-23	0.25908114607833255
ID mgr8jaju	22.888590615291672	2023-01-17	0.92
ID bf4dv62f	23.93225693950317	2023-01-25	0.92
ID kst4psyl	22.21688660035763	2023-01-09	0.15
ID 9tc40x2f	22.53720054851052	2023-01-26	0.15
ID d31fdxbe	22.315866830591947	2023-01-22	0.15
ID e03fun83	23.12322735858678	2023-01-04	0.92
ID l4449ef7	21.54231986906234	2023-01-20	0.15
ID 3d7dhyab	21.891400383796782	2023-01-18	0.92
ID 20ttbrhi	23.460427676527626	2023-01-27	0.15
ID u5gb5tgu	23.829998713929154	2023-01-16	0.15
ID eji3ih2k	23.982688899939262	2023-01-24	0.15
ID zzy41w4k	23.829995672324973	2023-01-26	0.4054811546632464
ID 18o9n1f3	21.123603083776203	2023-01-11	0.15
ID 4g0pziso	22.821530992941074	2023-01-27	0.7484757511726089
ID omy12g5r	21.905935345650363	2023-01-09	0.15
ID hczziq8r	23.507904513463647	2023-01-19	0.26522659247777336
ID 1pcy954c	23.781520424189882	2023-01-31	0.4769475101102114
ID bbhe73i2	22.58364316706047	2023-01-19	0.15
ID gqyf4q11	23.501718311443742	2023-01-06	0.3412533456783655
ID vkznafnj	22.773071072172716	2023-01-29	0.5604247938935056
ID l89yzej2	23.78252276095576	2023-01-27	0.15
ID zar4zs3b	23.19315498957546	2023-01-09	0.15
ID khx2ixnj	21.938657167814306	2023-01-14	0.15
ID zbcwlse3	23.85570022148577	2023-01-05	0.8699789837969292
ID mxo61vr5	22.601968293693275	2023-01-13	0.15
ID je6cw3k1	21.440382121299738	2023-01-23	0.818171003344551
ID 21v818pm	23.09844304868289	2023-01-25	0.15
ID o0bfw20a	21.66615972537303	2023-01-09	0.722270882191278
ID bhs8xa9i	22.2336318677101	2023-01-28	0.15
ID ysslurlv	23.34189078779095	2023-01-28	0.92
ID byl4p352	21.565068942771937	2023-01-22	0.15
ID 72p0nuan	23.261598584254415	2023-01-29	0.32228323771397155
ID ljge4ani	22.093352220970555	2023-01-11	0.15
ID dmegjbv6	22.57086364824652	2023-01-17	0.15
ID qjaf9rpx	21.70257410557782	2023-01-17	0.7420930700213288
ID zxtrk8vl	23.387201583996173	2023-01-23	0.6167604874226719
ID gzo7u2c3	22.374186552774795	2023-01-17	0.15
ID gawnbgt3	21.792421449739173	2023-01-04	0.21547668449865698
ID 2uvipywj	21.25422455118811	2023-01-21	0.6110315697995813
ID ic2jh5ij	21.385020031876028	2023-01-12	0.15
ID 9n7py85o	23.903936583286587	2023-01-23	0.92
ID 6z938913	22.928328490240688	2023-01-11	0.15
ID r6w9tq94	22.708246672694045	2023-01-20	0.92
ID usz7jhwg	21.757955590349415	2023-01-06	0.15
ID 1gzp4pto	21.027288975409583	2023-01-17	0.15
